mode,b1,b2,b3,r1,r2,r3,y
gemGrab,AMBER,PIPER,SANDY,BUSTER,CHESTER,GENE,1
gemGrab,AMBER,PIPER,SANDY,BUSTER,CHESTER,GENE,0
gemGrab,AMBER,PIPER,SANDY,BUSTER,CHESTER,GENE,1
heist,COLT,CROW,PIPER,CLANCY,DRACO,MANDY,0
heist,COLT,CROW,PIPER,CLANCY,DRACO,MANDY,1
heist,COLT,CROW,PIPER,CLANCY,DRACO,MANDY,0
bounty,BROCK,DYNAMIKE,RICO,BARLEY,EVE,MEG,1
bounty,BROCK,DYNAMIKE,RICO,BARLEY,EVE,MEG,1
bounty,BROCK,DYNAMIKE,RICO,BARLEY,EVE,MEG,0
hotZone,DYNAMIKE,MEG,SANDY,GRIFF,SPIKE,SURGE,0
hotZone,DYNAMIKE,MEG,SANDY,GRIFF,SPIKE,SURGE,0
knockout,COLT,LEON,TICK,BELLE,GENE,PIPER,0
knockout,COLT,LEON,TICK,BELLE,GENE,PIPER,0
knockout,EDGAR,SPIKE,TICK,GRAY,MR. P,PAM,0
knockout,EDGAR,SPIKE,TICK,GRAY,MR. P,PAM,0
knockout,EDGAR,SPIKE,TICK,GRAY,MR. P,PAM,1
gemGrab,CHESTER,FANG,LEON,BUSTER,GENE,PIPER,0
gemGrab,CHESTER,FANG,LEON,BUSTER,GENE,PIPER,1
gemGrab,CHESTER,FANG,LEON,BUSTER,GENE,PIPER,0
brawlBall,CHESTER,CROW,FRANK,BUSTER,RICO,SANDY,0
brawlBall,CHESTER,CROW,FRANK,BUSTER,RICO,SANDY,0
hotZone,CORDELIUS,DYNAMIKE,SURGE,BIBI,LARRY & LAWRIE,SAM,0
hotZone,CORDELIUS,DYNAMIKE,SURGE,BIBI,LARRY & LAWRIE,SAM,0
knockout,COLT,EVE,PIPER,ANGELO,BELLE,CHESTER,1
knockout,COLT,EVE,PIPER,ANGELO,BELLE,CHESTER,1
gemGrab,AMBER,EMZ,LILY,BUSTER,FRANK,GENE,0
gemGrab,AMBER,EMZ,LILY,BUSTER,FRANK,GENE,0
gemGrab,AMBER,EMZ,LILY,BUSTER,FRANK,GENE,1
bounty,CHESTER,NANI,SPROUT,GENE,MICO,R-T,1
bounty,CHESTER,NANI,SPROUT,GENE,MICO,R-T,1
bounty,CHESTER,NANI,SPROUT,GENE,MICO,R-T,0
gemGrab,CLANCY,LILY,TICK,BUSTER,GALE,RICO,1
gemGrab,CLANCY,LILY,TICK,BUSTER,GALE,RICO,1
knockout,BYRON,FRANK,KIT,BARLEY,GALE,LILY,0
knockout,BYRON,FRANK,KIT,BARLEY,GALE,LILY,1
knockout,BYRON,FRANK,KIT,BARLEY,GALE,LILY,0
bounty,BERRY,JACKY,SANDY,BROCK,COLETTE,RICO,0
bounty,BERRY,JACKY,SANDY,BROCK,COLETTE,RICO,0
hotZone,CHESTER,DYNAMIKE,FANG,BARLEY,CLANCY,SURGE,1
hotZone,CHESTER,DYNAMIKE,FANG,BARLEY,CLANCY,SURGE,1
heist,BROCK,CARL,CROW,COLETTE,COLT,PIPER,0
heist,BROCK,CARL,CROW,COLETTE,COLT,PIPER,1
heist,BROCK,CARL,CROW,COLETTE,COLT,PIPER,0
knockout,BYRON,LARRY & LAWRIE,PIPER,ANGELO,BELLE,LILY,1
knockout,BYRON,LARRY & LAWRIE,PIPER,ANGELO,BELLE,LILY,1
knockout,BYRON,LARRY & LAWRIE,PIPER,ANGELO,BELLE,LILY,0
gemGrab,BUSTER,CHESTER,CROW,GALE,LEON,SURGE,0
gemGrab,BUSTER,CHESTER,CROW,GALE,LEON,SURGE,0
gemGrab,BUSTER,CHESTER,CROW,GALE,LEON,SURGE,1
brawlBall,NITA,SHELLY,SURGE,GENE,LARRY & LAWRIE,LEON,0
brawlBall,NITA,SHELLY,SURGE,GENE,LARRY & LAWRIE,LEON,0
brawlBall,NITA,SHELLY,SURGE,GENE,LARRY & LAWRIE,LEON,1
heist,COLETTE,JESSIE,LARRY & LAWRIE,BARLEY,EDGAR,RICO,0
heist,COLETTE,JESSIE,LARRY & LAWRIE,BARLEY,EDGAR,RICO,0
heist,COLETTE,JESSIE,LARRY & LAWRIE,BARLEY,EDGAR,RICO,1
hotZone,DYNAMIKE,GALE,MICO,AMBER,BERRY,MEG,1
hotZone,DYNAMIKE,GALE,MICO,AMBER,BERRY,MEG,1
brawlBall,BERRY,CARL,CLANCY,COLETTE,DYNAMIKE,SURGE,1
brawlBall,BERRY,CARL,CLANCY,COLETTE,DYNAMIKE,SURGE,1
brawlBall,BERRY,CARL,CLANCY,COLETTE,DYNAMIKE,SURGE,0
hotZone,DYNAMIKE,GALE,JESSIE,BYRON,CROW,LARRY & LAWRIE,1
hotZone,DYNAMIKE,GALE,JESSIE,BYRON,CROW,LARRY & LAWRIE,1
hotZone,DYNAMIKE,GALE,JESSIE,BYRON,CROW,LARRY & LAWRIE,0
hotZone,BUSTER,GALE,PIPER,CLANCY,CROW,STU,1
hotZone,BUSTER,GALE,PIPER,CLANCY,CROW,STU,1
hotZone,BUSTER,GALE,PIPER,CLANCY,CROW,STU,0
hotZone,CHUCK,SURGE,WILLOW,CLANCY,GALE,LARRY & LAWRIE,1
hotZone,CHUCK,SURGE,WILLOW,CLANCY,GALE,LARRY & LAWRIE,0
hotZone,CHUCK,SURGE,WILLOW,CLANCY,GALE,LARRY & LAWRIE,1
hotZone,CARL,CLANCY,SPIKE,GALE,MEG,NITA,1
hotZone,CARL,CLANCY,SPIKE,GALE,MEG,NITA,1
hotZone,CARL,CLANCY,SPIKE,GALE,MEG,NITA,0
hotZone,AMBER,DYNAMIKE,SANDY,MEG,PIPER,SURGE,1
hotZone,AMBER,DYNAMIKE,SANDY,MEG,PIPER,SURGE,1
heist,COLT,JESSIE,NANI,BONNIE,CHUCK,PIPER,1
heist,COLT,JESSIE,NANI,BONNIE,CHUCK,PIPER,0
heist,COLT,JESSIE,NANI,BONNIE,CHUCK,PIPER,1
heist,BROCK,CLANCY,DYNAMIKE,COLETTE,JESSIE,RICO,1
heist,BROCK,CLANCY,DYNAMIKE,COLETTE,JESSIE,RICO,1
bounty,BYRON,CHESTER,RICO,ANGELO,DYNAMIKE,SPIKE,0
bounty,BYRON,CHESTER,RICO,ANGELO,DYNAMIKE,SPIKE,0
bounty,BROCK,BYRON,GENE,ANGELO,COLT,DYNAMIKE,0
bounty,BROCK,BYRON,GENE,ANGELO,COLT,DYNAMIKE,0
heist,AMBER,CROW,FRANK,ANGELO,GALE,MEG,1
heist,AMBER,CROW,FRANK,ANGELO,GALE,MEG,1
bounty,BO,BROCK,BYRON,MICO,PIPER,SPIKE,0
bounty,BO,BROCK,BYRON,MICO,PIPER,SPIKE,0
bounty,BYRON,FRANK,MEG,PEARL,SURGE,TARA,0
bounty,BYRON,FRANK,MEG,PEARL,SURGE,TARA,1
bounty,BYRON,FRANK,MEG,PEARL,SURGE,TARA,0
brawlBall,COLT,CROW,LEON,BUSTER,MEG,SURGE,1
brawlBall,COLT,CROW,LEON,BUSTER,MEG,SURGE,1
knockout,GALE,LEON,MR. P,BYRON,FRANK,KIT,0
knockout,GALE,LEON,MR. P,BYRON,FRANK,KIT,0
gemGrab,DYNAMIKE,GRIFF,LEON,BROCK,CHUCK,RICO,1
knockout,BEA,EDGAR,PIPER,EDGAR,MORTIS,TICK,1
gemGrab,CLANCY,GENE,MORTIS,CORDELIUS,FRANK,LEON,1
bounty,BULL,EMZ,GRAY,BROCK,FANG,PIPER,1
heist,COLT,DARRYL,MELODIE,CHUCK,JESSIE,MICO,0
heist,8-BIT,CHARLIE,EDGAR,CARL,COLT,LEON,1
bounty,BONNIE,EL PRIMO,FRANK,KIT,MORTIS,SPIKE,1
knockout,BEA,LEON,SPIKE,CHUCK,COLT,EDGAR,1
gemGrab,COLT,HANK,STU,DYNAMIKE,LEON,MORTIS,0
bounty,MORTIS,PIPER,SAM,COLT,DYNAMIKE,PENNY,0
knockout,CARL,COLT,R-T,DYNAMIKE,LEON,PIPER,0
gemGrab,BUSTER,EDGAR,MORTIS,BIBI,COLT,CROW,1
bounty,BROCK,EDGAR,MORTIS,DYNAMIKE,EMZ,RICO,0
bounty,BYRON,COLT,SPIKE,ANGELO,DYNAMIKE,RICO,0
brawlBall,EDGAR,EMZ,FRANK,COLT,DYNAMIKE,MORTIS,1
knockout,BYRON,GENE,MICO,BELLE,MEG,RICO,1
knockout,BYRON,GENE,MICO,BELLE,MEG,RICO,0
knockout,BYRON,GENE,MICO,BELLE,MEG,RICO,1
brawlBall,BUSTER,JESSIE,SURGE,CORDELIUS,FRANK,MEG,0
brawlBall,BUSTER,JESSIE,SURGE,CORDELIUS,FRANK,MEG,1
brawlBall,BUSTER,JESSIE,SURGE,CORDELIUS,FRANK,MEG,0
brawlBall,ASH,BARLEY,NITA,BERRY,HANK,RICO,0
brawlBall,ASH,BARLEY,NITA,BERRY,HANK,RICO,0
brawlBall,ASH,BARLEY,NITA,BERRY,HANK,RICO,1
hotZone,CARL,LOU,MEG,HANK,JESSIE,SANDY,1
hotZone,CARL,LOU,MEG,HANK,JESSIE,SANDY,1
gemGrab,GALE,JESSIE,LARRY & LAWRIE,GENE,RUFFS,SAM,0
gemGrab,GALE,JESSIE,LARRY & LAWRIE,GENE,RUFFS,SAM,0
knockout,JESSIE,LARRY & LAWRIE,R-T,ANGELO,BARLEY,GENE,1
knockout,JESSIE,LARRY & LAWRIE,R-T,ANGELO,BARLEY,GENE,1
hotZone,CHESTER,MAX,PENNY,CROW,RICO,SURGE,1
hotZone,CHESTER,MAX,PENNY,CROW,RICO,SURGE,1
gemGrab,8-BIT,RUFFS,SAM,BEA,BERRY,MEG,0
gemGrab,8-BIT,RUFFS,SAM,BEA,BERRY,MEG,0
gemGrab,COLT,GUS,SURGE,BYRON,RUFFS,SPROUT,1
gemGrab,COLT,GUS,SURGE,BYRON,RUFFS,SPROUT,1
bounty,BERRY,EVE,R-T,JACKY,LARRY & LAWRIE,SURGE,0
bounty,BERRY,EVE,R-T,JACKY,LARRY & LAWRIE,SURGE,0
knockout,GRAY,MANDY,PEARL,BERRY,MEG,PIPER,0
knockout,GRAY,MANDY,PEARL,BERRY,MEG,PIPER,1
knockout,GRAY,MANDY,PEARL,BERRY,MEG,PIPER,0
heist,COLT,CROW,JESSIE,COLETTE,PIPER,RICO,0
heist,COLT,CROW,JESSIE,COLETTE,PIPER,RICO,0
heist,BYRON,MICO,PIPER,COLETTE,COLT,SAM,1
heist,BYRON,MICO,PIPER,COLETTE,COLT,SAM,1
hotZone,BERRY,MAX,MEG,BARLEY,CHESTER,CORDELIUS,1
hotZone,BERRY,MAX,MEG,BARLEY,CHESTER,CORDELIUS,1
knockout,BUSTER,MEG,PIPER,BO,GRAY,MANDY,0
knockout,BUSTER,MEG,PIPER,BO,GRAY,MANDY,0
gemGrab,AMBER,MAX,TARA,BUSTER,LILY,SANDY,1
gemGrab,AMBER,MAX,TARA,BUSTER,LILY,SANDY,1
gemGrab,CLANCY,FRANK,MEG,BUSTER,BUZZ,BYRON,1
gemGrab,CLANCY,FRANK,MEG,BUSTER,BUZZ,BYRON,0
gemGrab,CLANCY,FRANK,MEG,BUSTER,BUZZ,BYRON,1
brawlBall,NITA,RICO,STU,DYNAMIKE,GRAY,SANDY,0
brawlBall,NITA,RICO,STU,DYNAMIKE,GRAY,SANDY,0
heist,BELLE,COLT,CORDELIUS,EVE,GALE,PIPER,0
heist,BELLE,COLT,CORDELIUS,EVE,GALE,PIPER,0
knockout,BROCK,COLETTE,MANDY,GENE,MEG,NANI,1
knockout,BROCK,COLETTE,MANDY,GENE,MEG,NANI,1
bounty,DYNAMIKE,GENE,PIPER,GROM,LEON,MANDY,1
bounty,DYNAMIKE,GENE,PIPER,GROM,LEON,MANDY,1
bounty,DYNAMIKE,GENE,PIPER,GROM,LEON,MANDY,0
heist,DYNAMIKE,JESSIE,PIPER,BROCK,FRANK,NITA,0
heist,DYNAMIKE,JESSIE,PIPER,BROCK,FRANK,NITA,0
heist,DYNAMIKE,JESSIE,PIPER,BROCK,FRANK,NITA,1
brawlBall,BARLEY,COLT,JESSIE,DYNAMIKE,GALE,MELODIE,1
brawlBall,BARLEY,COLT,JESSIE,DYNAMIKE,GALE,MELODIE,1
bounty,BYRON,GENE,RICO,ANGELO,MANDY,SPROUT,1
bounty,BYRON,GENE,RICO,ANGELO,MANDY,SPROUT,0
bounty,BYRON,GENE,RICO,ANGELO,MANDY,SPROUT,1
knockout,DYNAMIKE,NANI,PIPER,GRAY,GROM,MANDY,1
knockout,DYNAMIKE,NANI,PIPER,GRAY,GROM,MANDY,1
bounty,ANGELO,LEON,MORTIS,GROM,MEG,PIPER,0
bounty,ANGELO,LEON,MORTIS,GROM,MEG,PIPER,0
knockout,BYRON,GROM,MR. P,ANGELO,BROCK,LILY,1
knockout,BYRON,GROM,MR. P,ANGELO,BROCK,LILY,1
knockout,BYRON,GROM,MR. P,ANGELO,BROCK,LILY,0
gemGrab,JESSIE,LOU,RICO,GALE,MAX,SHELLY,1
gemGrab,JESSIE,LOU,RICO,GALE,MAX,SHELLY,1
bounty,EVE,GALE,SPROUT,CHESTER,DYNAMIKE,RICO,1
bounty,EVE,GALE,SPROUT,CHESTER,DYNAMIKE,RICO,1
brawlBall,BUZZ,DYNAMIKE,NITA,CORDELIUS,FRANK,GALE,1
brawlBall,BUZZ,DYNAMIKE,NITA,CORDELIUS,FRANK,GALE,1
hotZone,BERRY,CLANCY,SANDY,BUSTER,DYNAMIKE,GALE,1
hotZone,BERRY,CLANCY,SANDY,BUSTER,DYNAMIKE,GALE,1
brawlBall,BARLEY,EL PRIMO,GALE,COLT,EDGAR,SPROUT,0
brawlBall,BARLEY,EL PRIMO,GALE,COLT,EDGAR,SPROUT,0
hotZone,CHESTER,HANK,MEG,BARLEY,BYRON,CHUCK,1
hotZone,CHESTER,HANK,MEG,BARLEY,BYRON,CHUCK,1
gemGrab,MEG,PIPER,RICO,BYRON,CHESTER,GALE,1
gemGrab,MEG,PIPER,RICO,BYRON,CHESTER,GALE,1
hotZone,CHESTER,COLT,MAX,BUSTER,GALE,LARRY & LAWRIE,1
hotZone,CHESTER,COLT,MAX,BUSTER,GALE,LARRY & LAWRIE,1
hotZone,BARLEY,FRANK,GALE,LARRY & LAWRIE,MEG,SHELLY,1
hotZone,BARLEY,FRANK,GALE,LARRY & LAWRIE,MEG,SHELLY,1
bounty,MAX,MORTIS,MR. P,ANGELO,GENE,PIPER,1
bounty,MAX,MORTIS,MR. P,ANGELO,GENE,PIPER,1
knockout,COLT,GRAY,R-T,LEON,MORTIS,NANI,0
knockout,COLT,GRAY,R-T,LEON,MORTIS,NANI,0
knockout,COLT,GRAY,R-T,LEON,MORTIS,NANI,1
knockout,BUSTER,GRAY,PIPER,LARRY & LAWRIE,MICO,PEARL,1
knockout,BUSTER,GRAY,PIPER,LARRY & LAWRIE,MICO,PEARL,1
hotZone,BIBI,EDGAR,GALE,LARRY & LAWRIE,MICO,SANDY,0
hotZone,BIBI,EDGAR,GALE,LARRY & LAWRIE,MICO,SANDY,1
hotZone,BIBI,EDGAR,GALE,LARRY & LAWRIE,MICO,SANDY,0
heist,BYRON,CLANCY,MEG,ANGELO,DOUG,MELODIE,0
heist,BYRON,CLANCY,MEG,ANGELO,DOUG,MELODIE,0
hotZone,BARLEY,RICO,STU,GALE,MICO,SAM,1
hotZone,BARLEY,RICO,STU,GALE,MICO,SAM,0
hotZone,BARLEY,RICO,STU,GALE,MICO,SAM,1
hotZone,AMBER,MORTIS,SPIKE,BYRON,CHESTER,LARRY & LAWRIE,1
hotZone,AMBER,MORTIS,SPIKE,BYRON,CHESTER,LARRY & LAWRIE,1
hotZone,CHESTER,EDGAR,GALE,BYRON,JESSIE,SHELLY,1
hotZone,CHESTER,EDGAR,GALE,BYRON,JESSIE,SHELLY,1
brawlBall,FRANK,GALE,LARRY & LAWRIE,CLANCY,COLT,MEG,1
brawlBall,FRANK,GALE,LARRY & LAWRIE,CLANCY,COLT,MEG,1
gemGrab,GRIFF,PIPER,SANDY,COLT,GENE,NITA,1
gemGrab,GRIFF,PIPER,SANDY,COLT,GENE,NITA,1
brawlBall,LARRY & LAWRIE,LILY,SPIKE,BARLEY,BULL,GALE,1
brawlBall,LARRY & LAWRIE,LILY,SPIKE,BARLEY,BULL,GALE,1
hotZone,BERRY,CORDELIUS,R-T,GRIFF,GUS,NITA,1
hotZone,BERRY,CORDELIUS,R-T,GRIFF,GUS,NITA,1
hotZone,GALE,MAX,STU,BIBI,JESSIE,LARRY & LAWRIE,0
hotZone,GALE,MAX,STU,BIBI,JESSIE,LARRY & LAWRIE,0
hotZone,GALE,MAX,STU,BIBI,JESSIE,LARRY & LAWRIE,1
bounty,BUZZ,DYNAMIKE,EVE,CORDELIUS,GALE,MICO,0
bounty,BUZZ,DYNAMIKE,EVE,CORDELIUS,GALE,MICO,1
bounty,BUZZ,DYNAMIKE,EVE,CORDELIUS,GALE,MICO,0
hotZone,FRANK,GALE,LARRY & LAWRIE,BARLEY,SANDY,STU,1
hotZone,FRANK,GALE,LARRY & LAWRIE,BARLEY,SANDY,STU,1
gemGrab,GALE,NITA,STU,GENE,SPIKE,TARA,0
gemGrab,GALE,NITA,STU,GENE,SPIKE,TARA,0
brawlBall,BARLEY,STU,SURGE,BUSTER,RICO,SANDY,1
brawlBall,BARLEY,STU,SURGE,BUSTER,RICO,SANDY,1
brawlBall,BARLEY,STU,SURGE,BUSTER,RICO,SANDY,0
knockout,ANGELO,DYNAMIKE,GALE,BIBI,MORTIS,RICO,1
knockout,ANGELO,DYNAMIKE,GALE,BIBI,MORTIS,RICO,0
knockout,ANGELO,DYNAMIKE,GALE,BIBI,MORTIS,RICO,1
hotZone,GALE,LILY,STU,JESSIE,LARRY & LAWRIE,NITA,1
hotZone,GALE,LILY,STU,JESSIE,LARRY & LAWRIE,NITA,1
hotZone,BIBI,CHESTER,CORDELIUS,BARLEY,GALE,GRAY,0
hotZone,BIBI,CHESTER,CORDELIUS,BARLEY,GALE,GRAY,0
brawlBall,BIBI,LEON,MAX,COLETTE,EMZ,MEG,0
brawlBall,BIBI,LEON,MAX,COLETTE,EMZ,MEG,0
knockout,BYRON,COLT,LARRY & LAWRIE,BROCK,GRAY,MANDY,0
knockout,BYRON,COLT,LARRY & LAWRIE,BROCK,GRAY,MANDY,0
knockout,BYRON,COLT,LARRY & LAWRIE,BROCK,GRAY,MANDY,1
hotZone,BUSTER,GALE,JESSIE,CHESTER,DYNAMIKE,MEG,1
hotZone,BUSTER,GALE,JESSIE,CHESTER,DYNAMIKE,MEG,1
knockout,BYRON,MANDY,SPIKE,BELLE,CARL,LOLA,0
knockout,BYRON,MANDY,SPIKE,BELLE,CARL,LOLA,0
hotZone,CARL,DYNAMIKE,GALE,BERRY,HANK,MAISIE,1
hotZone,CARL,DYNAMIKE,GALE,BERRY,HANK,MAISIE,1
heist,BELLE,MELODIE,PIPER,CARL,COLETTE,GRIFF,0
heist,BELLE,MELODIE,PIPER,CARL,COLETTE,GRIFF,0
gemGrab,AMBER,CARL,PIPER,CHESTER,GALE,MEG,1
gemGrab,AMBER,CARL,PIPER,CHESTER,GALE,MEG,1
bounty,BYRON,GRAY,MANDY,BELLE,GENE,PIPER,1
bounty,BYRON,GRAY,MANDY,BELLE,GENE,PIPER,0
bounty,BYRON,GRAY,MANDY,BELLE,GENE,PIPER,1
bounty,EVE,MANDY,SPROUT,ANGELO,BYRON,CARL,0
bounty,EVE,MANDY,SPROUT,ANGELO,BYRON,CARL,0
gemGrab,CHESTER,LILY,PIPER,ANGELO,GENE,LEON,0
gemGrab,CHESTER,LILY,PIPER,ANGELO,GENE,LEON,0
heist,AMBER,MELODIE,PIPER,CLANCY,JESSIE,MR. P,1
heist,AMBER,MELODIE,PIPER,CLANCY,JESSIE,MR. P,0
heist,AMBER,MELODIE,PIPER,CLANCY,JESSIE,MR. P,1
brawlBall,CHESTER,MEG,SANDY,COLETTE,JACKY,SPIKE,0
brawlBall,CHESTER,MEG,SANDY,COLETTE,JACKY,SPIKE,0
brawlBall,GALE,MEG,STU,BROCK,CARL,COLT,0
brawlBall,GALE,MEG,STU,BROCK,CARL,COLT,0
knockout,ANGELO,BROCK,GALE,BELLE,GENE,MR. P,0
knockout,ANGELO,BROCK,GALE,BELLE,GENE,MR. P,0
gemGrab,AMBER,CLANCY,LEON,BIBI,CHARLIE,JESSIE,1
gemGrab,AMBER,CLANCY,LEON,BIBI,CHARLIE,JESSIE,1
gemGrab,AMBER,CLANCY,LEON,BIBI,CHARLIE,JESSIE,0
bounty,CARL,GENE,GROM,BYRON,MANDY,POCO,1
bounty,CARL,GENE,GROM,BYRON,MANDY,POCO,1
hotZone,ANGELO,LARRY & LAWRIE,MR. P,BARLEY,CHESTER,CLANCY,0
hotZone,ANGELO,LARRY & LAWRIE,MR. P,BARLEY,CHESTER,CLANCY,1
hotZone,ANGELO,LARRY & LAWRIE,MR. P,BARLEY,CHESTER,CLANCY,0
heist,CHUCK,GALE,MEG,GRIFF,MANDY,NITA,1
heist,CHUCK,GALE,MEG,GRIFF,MANDY,NITA,1
brawlBall,BIBI,GALE,STU,AMBER,BUZZ,CARL,0
brawlBall,BIBI,GALE,STU,AMBER,BUZZ,CARL,0
hotZone,BARLEY,BYRON,JESSIE,GALE,LARRY & LAWRIE,SANDY,0
hotZone,BARLEY,BYRON,JESSIE,GALE,LARRY & LAWRIE,SANDY,0
bounty,BYRON,MANDY,SPROUT,BELLE,LARRY & LAWRIE,MEG,1
bounty,BYRON,MANDY,SPROUT,BELLE,LARRY & LAWRIE,MEG,1
heist,CHUCK,COLETTE,GRIFF,CROW,MELODIE,NITA,1
heist,CHUCK,COLETTE,GRIFF,CROW,MELODIE,NITA,1
gemGrab,GENE,LEON,SURGE,GALE,PIPER,SPIKE,1
gemGrab,GENE,LEON,SURGE,GALE,PIPER,SPIKE,1
knockout,BELLE,EVE,MEG,BROCK,NANI,TICK,0
knockout,BELLE,EVE,MEG,BROCK,NANI,TICK,0
knockout,AMBER,BELLE,PIPER,EVE,MAX,NANI,0
knockout,AMBER,BELLE,PIPER,EVE,MAX,NANI,0
knockout,CROW,GENE,PIPER,ANGELO,BYRON,KIT,1
knockout,CROW,GENE,PIPER,ANGELO,BYRON,KIT,0
knockout,CROW,GENE,PIPER,ANGELO,BYRON,KIT,1
gemGrab,BERRY,CROW,PAM,JESSIE,MEG,TARA,1
gemGrab,BERRY,CROW,PAM,JESSIE,MEG,TARA,1
knockout,GENE,MAX,MORTIS,BELLE,DYNAMIKE,GUS,0
knockout,GENE,MAX,MORTIS,BELLE,DYNAMIKE,GUS,0
brawlBall,BERRY,CHESTER,OTIS,PEARL,RICO,SURGE,1
brawlBall,BERRY,CHESTER,OTIS,PEARL,RICO,SURGE,1
knockout,COLT,DARRYL,PIPER,GENE,MANDY,MORTIS,0
knockout,COLT,DARRYL,PIPER,GENE,MANDY,MORTIS,0
knockout,BELLE,GRAY,LARRY & LAWRIE,ANGELO,GENE,PIPER,1
knockout,BELLE,GRAY,LARRY & LAWRIE,ANGELO,GENE,PIPER,1
gemGrab,BYRON,CHESTER,DYNAMIKE,CHARLIE,GALE,LARRY & LAWRIE,0
gemGrab,BYRON,CHESTER,DYNAMIKE,CHARLIE,GALE,LARRY & LAWRIE,0
knockout,R-T,SHELLY,TICK,GENE,MANDY,MORTIS,0
knockout,R-T,SHELLY,TICK,GENE,MANDY,MORTIS,0
gemGrab,GALE,GENE,OTIS,BYRON,CHESTER,MAX,0
gemGrab,GALE,GENE,OTIS,BYRON,CHESTER,MAX,0
knockout,DARRYL,GENE,PIPER,BELLE,BUSTER,GRAY,0
knockout,DARRYL,GENE,PIPER,BELLE,BUSTER,GRAY,0
hotZone,CHUCK,JESSIE,SQUEAK,BIBI,BYRON,MEG,1
hotZone,CHUCK,JESSIE,SQUEAK,BIBI,BYRON,MEG,1
heist,CHUCK,COLETTE,FRANK,BIBI,LOU,SAM,0
heist,CHUCK,COLETTE,FRANK,BIBI,LOU,SAM,0
brawlBall,BUZZ,BYRON,SURGE,CORDELIUS,RICO,SANDY,0
brawlBall,BUZZ,BYRON,SURGE,CORDELIUS,RICO,SANDY,0
hotZone,BARLEY,MEG,MICO,CHESTER,DYNAMIKE,JESSIE,0
hotZone,BARLEY,MEG,MICO,CHESTER,DYNAMIKE,JESSIE,0
brawlBall,DYNAMIKE,EL PRIMO,LARRY & LAWRIE,EVE,NITA,RICO,1
brawlBall,DYNAMIKE,EL PRIMO,LARRY & LAWRIE,EVE,NITA,RICO,1
hotZone,BEA,CORDELIUS,TICK,CHESTER,MEG,PIPER,1
hotZone,BEA,CORDELIUS,TICK,CHESTER,MEG,PIPER,1
heist,COLETTE,GRIFF,MELODIE,COLT,LARRY & LAWRIE,RICO,1
heist,COLETTE,GRIFF,MELODIE,COLT,LARRY & LAWRIE,RICO,1
heist,COLETTE,GRIFF,MELODIE,COLT,LARRY & LAWRIE,RICO,0
hotZone,CLANCY,CORDELIUS,GALE,LOU,MEG,PIPER,1
hotZone,CLANCY,CORDELIUS,GALE,LOU,MEG,PIPER,1
bounty,EVE,GROM,HANK,BARLEY,BUSTER,CARL,1
bounty,EVE,GROM,HANK,BARLEY,BUSTER,CARL,1
brawlBall,AMBER,MEG,RICO,COLT,GALE,PIPER,0
brawlBall,AMBER,MEG,RICO,COLT,GALE,PIPER,0
brawlBall,AMBER,MEG,RICO,COLT,GALE,PIPER,1
heist,AMBER,LILY,PIPER,COLT,GALE,SPROUT,1
heist,AMBER,LILY,PIPER,COLT,GALE,SPROUT,1
gemGrab,8-BIT,CHARLIE,PEARL,CLANCY,FRANK,SHELLY,0
hotZone,DYNAMIKE,EDGAR,GALE,8-BIT,GROM,PAM,0
brawlBall,HANK,JACKY,STU,CLANCY,LARRY & LAWRIE,SANDY,0
brawlBall,HANK,JACKY,STU,CLANCY,LARRY & LAWRIE,SANDY,0
brawlBall,DYNAMIKE,MEG,RICO,CLANCY,EDGAR,SURGE,0
brawlBall,DYNAMIKE,MEG,RICO,CLANCY,EDGAR,SURGE,0
brawlBall,CHESTER,GALE,MAISIE,LOLA,MEG,SANDY,1
brawlBall,CHESTER,GALE,MAISIE,LOLA,MEG,SANDY,0
brawlBall,CHESTER,GALE,MAISIE,LOLA,MEG,SANDY,1
bounty,BERRY,PIPER,RICO,ANGELO,BYRON,HANK,1
bounty,BERRY,PIPER,RICO,ANGELO,BYRON,HANK,1
heist,ANGELO,GALE,PIPER,BROCK,COLETTE,COLT,0
heist,ANGELO,GALE,PIPER,BROCK,COLETTE,COLT,0
hotZone,LEON,LOU,SANDY,PENNY,SPROUT,STU,1
hotZone,LEON,LOU,SANDY,PENNY,SPROUT,STU,1
bounty,MANDY,MAX,MORTIS,BO,LEON,MR. P,0
bounty,MANDY,MAX,MORTIS,BO,LEON,MR. P,0
gemGrab,AMBER,BUZZ,GALE,CLANCY,SANDY,SQUEAK,1
gemGrab,AMBER,BUZZ,GALE,CLANCY,SANDY,SQUEAK,1
heist,AMBER,COLT,CROW,MELODIE,PIPER,SAM,1
heist,AMBER,COLT,CROW,MELODIE,PIPER,SAM,1
brawlBall,DYNAMIKE,RICO,SANDY,MICO,SPIKE,SURGE,0
brawlBall,DYNAMIKE,RICO,SANDY,MICO,SPIKE,SURGE,0
brawlBall,BUSTER,MEG,STU,FRANK,LARRY & LAWRIE,RICO,1
brawlBall,BUSTER,MEG,STU,FRANK,LARRY & LAWRIE,RICO,1
bounty,BELLE,GENE,LARRY & LAWRIE,LEON,MEG,NANI,0
bounty,BELLE,GENE,LARRY & LAWRIE,LEON,MEG,NANI,1
bounty,BELLE,GENE,LARRY & LAWRIE,LEON,MEG,NANI,0
